0,8
1,12
2,12
3,4
4,8
5,8
6,12
7,8
8,12
9,8
10,12
11,12
12,8
13,4
14,8
15,4
16,12
17,8
18,4
19,8
20,12
21,4
22,8
23,12
24,4
25,12
26,12
27,4
28,12
29,12
