0,2
1,9
2,8
3,9
4,2
5,2
6,8
7,8
8,4
9,12
10,12
11,4
12,2
13,2
14,3
15,12
16,9
17,12
18,10
19,4
20,3
21,6
22,3
23,12
24,6
25,1
26,2
27,2
28,6
29,10
